id,self_employment_type,branch,position_in_household,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
48416,1st_category_group,Unknown,Main earner without partner,Female,2011,3.6,22.4,14.1
48417,1st_category_group,Unknown,Main earner without partner,Female,2012,3.6,20.1,13.3
48418,1st_category_group,Unknown,Main earner without partner,Female,2013,3.6,19.5,12.5
48419,1st_category_group,Unknown,Main earner without partner,Female,2014,3.8,22.1,15.0
48420,1st_category_group,Unknown,Main earner without partner,Female,2015,3.7,22.4,15.0
48421,1st_category_group,Unknown,Main earner without partner,Female,2016,3.9,24.5,16.0
48422,1st_category_group,Unknown,Main earner without partner,Female,2017,3.6,25.7,17.1
48423,1st_category_group,Unknown,Main earner without partner,Female,2018,3.0,25.7,16.6
48424,1st_category_group,Unknown,Main earner without partner,Female,2019,1.7,28.9,15.8
48444,1st_category_group,Unknown,Main earner with partner,Male,2011,6.9,54.9,36.0
48445,1st_category_group,Unknown,Main earner with partner,Male,2012,6.4,52.7,35.4
48446,1st_category_group,Unknown,Main earner with partner,Male,2013,6.7,48.1,33.5
48447,1st_category_group,Unknown,Main earner with partner,Male,2014,7.9,51.1,34.8
48448,1st_category_group,Unknown,Main earner with partner,Male,2015,7.5,53.0,35.0
48449,1st_category_group,Unknown,Main earner with partner,Male,2016,10.1,68.3,41.7
48450,1st_category_group,Unknown,Main earner with partner,Male,2017,8.9,71.3,45.0
48451,1st_category_group,Unknown,Main earner with partner,Male,2018,7.1,77.7,48.2
48452,1st_category_group,Unknown,Main earner with partner,Male,2019,4.2,87.1,52.5
48453,1st_category_group,Unknown,Main earner with partner,Male,2020,3.1,60.0,40.3
48458,1st_category_group,Unknown,Main earner with partner,Female,2011,2.3,43.8,27.1
48459,1st_category_group,Unknown,Main earner with partner,Female,2012,2.1,39.6,25.9
48460,1st_category_group,Unknown,Main earner with partner,Female,2013,2.1,37.9,25.0
48461,1st_category_group,Unknown,Main earner with partner,Female,2014,2.5,37.1,25.4
48462,1st_category_group,Unknown,Main earner with partner,Female,2015,2.2,38.2,25.1
48463,1st_category_group,Unknown,Main earner with partner,Female,2016,2.6,49.4,30.2
48464,1st_category_group,Unknown,Main earner with partner,Female,2017,2.4,51.1,32.1
48465,1st_category_group,Unknown,Main earner with partner,Female,2018,2.0,46.7,31.4
48466,1st_category_group,Unknown,Main earner with partner,Female,2019,1.3,54.9,34.5
48486,1st_category_group,Unknown,Partner of main earnerr,Male,2011,5.0,9.9,6.2
48487,1st_category_group,Unknown,Partner of main earnerr,Male,2012,4.8,8.9,5.5
48488,1st_category_group,Unknown,Partner of main earnerr,Male,2013,5.5,9.5,5.6
48489,1st_category_group,Unknown,Partner of main earnerr,Male,2014,5.8,11.5,8.2
48490,1st_category_group,Unknown,Partner of main earnerr,Male,2015,5.3,11.7,8.5
48491,1st_category_group,Unknown,Partner of main earnerr,Male,2016,5.8,13.7,10.0
48492,1st_category_group,Unknown,Partner of main earnerr,Male,2017,5.2,15.1,10.0
48493,1st_category_group,Unknown,Partner of main earnerr,Male,2018,4.2,14.1,9.4
48494,1st_category_group,Unknown,Partner of main earnerr,Male,2019,2.4,13.5,8.5
48495,1st_category_group,Unknown,Partner of main earnerr,Male,2020,2.8,9.6,6.0
48500,1st_category_group,Unknown,Partner of main earnerr,Female,2011,31.4,7.6,4.5
48501,1st_category_group,Unknown,Partner of main earnerr,Female,2012,28.2,7.4,4.4
48502,1st_category_group,Unknown,Partner of main earnerr,Female,2013,25.9,7.4,4.4
48503,1st_category_group,Unknown,Partner of main earnerr,Female,2014,24.0,8.6,5.4
48504,1st_category_group,Unknown,Partner of main earnerr,Female,2015,21.8,9.1,6.0
48505,1st_category_group,Unknown,Partner of main earnerr,Female,2016,22.0,11.3,7.2
48506,1st_category_group,Unknown,Partner of main earnerr,Female,2017,20.9,11.5,7.3
48507,1st_category_group,Unknown,Partner of main earnerr,Female,2018,19.2,11.5,7.2
48508,1st_category_group,Unknown,Partner of main earnerr,Female,2019,13.1,12.7,9.0
48509,1st_category_group,Unknown,Partner of main earnerr,Female,2020,11.5,11.6,8.0
48570,1st_category_group,Unknown,Child of age,Male,2011,2.3,20.7,15.5
48571,1st_category_group,Unknown,Child of age,Male,2012,2.4,19.7,14.0
48572,1st_category_group,Unknown,Child of age,Male,2013,2.6,18.4,14.0
48573,1st_category_group,Unknown,Child of age,Male,2014,3.1,20.2,15.0
48574,1st_category_group,Unknown,Child of age,Male,2015,3.0,21.0,16.2
48575,1st_category_group,Unknown,Child of age,Male,2016,3.0,25.2,18.8
48576,1st_category_group,Unknown,Child of age,Male,2017,2.6,25.5,19.3
48577,1st_category_group,Unknown,Child of age,Male,2018,2.1,24.6,19.7
48578,1st_category_group,Unknown,Child of age,Male,2019,1.0,25.7,18.1
48584,1st_category_group,Unknown,Child of age,Female,2011,0.7,13.4,10.3
48585,1st_category_group,Unknown,Child of age,Female,2012,0.7,14.9,9.7
48586,1st_category_group,Unknown,Child of age,Female,2013,0.9,12.6,9.9
48587,1st_category_group,Unknown,Child of age,Female,2014,0.9,13.3,11.0
48588,1st_category_group,Unknown,Child of age,Female,2015,0.9,14.1,11.2
48589,1st_category_group,Unknown,Child of age,Female,2016,0.8,15.8,13.5
48590,1st_category_group,Unknown,Child of age,Female,2017,0.7,14.2,11.5
48591,1st_category_group,Unknown,Child of age,Female,2018,0.6,15.7,10.0
48592,1st_category_group,Unknown,Child of age,Female,2019,0.3,15.8,11.4
48612,1st_category_group,Unknown,Other member,Male,2011,0.5,15.4,12.7
48613,1st_category_group,Unknown,Other member,Male,2012,0.5,14.1,10.0
48614,1st_category_group,Unknown,Other member,Male,2013,0.5,14.3,11.0
48615,1st_category_group,Unknown,Other member,Male,2014,0.6,16.0,14.3
48616,1st_category_group,Unknown,Other member,Male,2015,0.5,14.1,14.8
48617,1st_category_group,Unknown,Other member,Male,2016,0.5,18.5,16.6
48618,1st_category_group,Unknown,Other member,Male,2017,0.6,20.5,16.5
48619,1st_category_group,Unknown,Other member,Male,2018,0.4,19.0,15.4
48620,1st_category_group,Unknown,Other member,Male,2019,0.2,20.0,14.0
48626,1st_category_group,Unknown,Other member,Female,2011,0.4,9.5,6.0
48627,1st_category_group,Unknown,Other member,Female,2012,0.4,9.5,6.3
48628,1st_category_group,Unknown,Other member,Female,2013,0.4,9.8,6.0
48629,1st_category_group,Unknown,Other member,Female,2014,0.4,9.4,6.8
48630,1st_category_group,Unknown,Other member,Female,2015,0.4,11.5,7.7
48631,1st_category_group,Unknown,Other member,Female,2016,0.4,14.5,10.0
48632,1st_category_group,Unknown,Other member,Female,2017,0.4,13.3,9.3
48633,1st_category_group,Unknown,Other member,Female,2018,0.4,12.9,9.5
48634,1st_category_group,Unknown,Other member,Female,2019,0.3,13.1,10.0
64320,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2011,29.8,43.3,35.7
64321,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2012,29.4,41.0,34.8
64322,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2013,29.5,43.1,36.8
64323,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2014,28.8,43.2,36.7
64324,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2015,28.1,40.7,34.4
64325,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2016,28.1,43.6,35.9
64326,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2017,29.2,50.6,40.8
64327,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2018,28.9,49.9,40.0
64328,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2019,29.2,51.3,41.2
64329,1st_category_group,"Agriculture, forestry and fishing",Main earner,Male,2020,28.8,47.9,39.6
64334,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2011,4.9,35.5,30.5
64335,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2012,4.8,34.5,29.0
64336,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2013,4.6,35.8,31.2
64337,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2014,4.5,34.7,30.3
64338,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2015,4.5,33.2,27.0
64339,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2016,4.6,35.2,29.1
64340,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2017,4.8,43.5,36.6
64341,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2018,4.8,42.5,33.8
64342,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2019,5.1,44.7,35.3
64343,1st_category_group,"Agriculture, forestry and fishing",Main earner,Female,2020,5.4,40.8,33.4
64362,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2011,4.9,38.9,32.2
64363,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2012,5.1,36.7,30.7
64364,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2013,5.1,38.6,32.7
64365,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2014,5.1,38.3,32.2
64366,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2015,5.2,35.2,30.5
64367,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2016,5.3,37.0,31.6
64368,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2017,5.4,44.5,36.3
64369,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2018,5.6,44.8,35.3
64370,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2019,5.9,46.7,36.5
64371,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Male,2020,6.0,44.0,35.4
64376,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2011,0.6,29.2,27.7
64377,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2012,0.7,35.3,27.6
64378,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2013,0.6,35.4,27.4
64379,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2014,0.6,33.9,28.0
64380,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2015,0.7,35.6,25.3
64381,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2016,0.7,33.3,25.9
64382,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2017,0.8,37.9,30.0
64383,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2018,0.9,40.0,28.6
64384,1st_category_group,"Agriculture, forestry and fishing",Main earner without partner,Female,2019,1.0,41.4,29.3
64404,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2011,24.9,44.1,36.3
64405,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2012,24.4,41.9,35.6
64406,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2013,24.4,44.0,37.5
64407,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2014,23.7,44.3,37.5
64408,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2015,22.9,41.9,35.2
64409,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2016,22.8,45.2,36.8
64410,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2017,23.8,52.1,41.9
64411,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2018,23.3,51.2,41.1
64412,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2019,23.3,52.4,42.2
64413,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Male,2020,22.7,48.9,40.7
64418,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2011,4.2,36.4,30.9
64419,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2012,4.2,34.4,29.3
64420,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2013,4.0,35.9,31.6
64421,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2014,3.9,34.8,30.8
64422,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2015,3.8,32.8,27.3
64423,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2016,3.9,35.5,29.6
64424,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2017,4.0,44.7,37.9
64425,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2018,3.9,43.1,34.7
64426,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2019,4.1,45.5,36.8
64427,1st_category_group,"Agriculture, forestry and fishing",Main earner with partner,Female,2020,4.3,42.3,35.0
64446,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2011,8.4,17.3,18.0
64447,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2012,8.8,15.8,17.0
64448,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2013,8.2,18.6,19.7
64449,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2014,8.5,17.1,18.5
64450,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2015,9.0,15.0,16.3
64451,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2016,8.9,17.6,18.0
64452,1st_category_group,"Agriculture, forestry and fishing",Partner of main earnerr,Male,2017,8.1,25.8,24.9
